address_id,status,type_,entrancetype,quadrant,fulladdress,objectid_1,assessment_nbhd,cfsa_name,census_tract,vote_prcnct,ward,zipcode,anc,census_block,census_blockgroup,latitude,longitude,active_res_unit_count,res_type,active_res_occupancy_count,unit_id,unitnum,unittype
248714,ACTIVE,ADDRESS,OFFICIAL,NW,421 JEFFERSON STREET NW,2366,Petworth,Georgia Avenue/Rock Creek East Collaborative,002102,Precinct 56,Ward 4,20011,ANC 4D,002102 6004,002102 6,38.95561608,-77.01853795,0,RESIDENTIAL,1,NA,NA,NA
229041,ACTIVE,ADDRESS,OFFICIAL,NW,442 PARK ROAD NW,640,Columbia Heights,Columbia Heights/Shaw Collaborative,003200,Precinct 38,Ward 1,20010,ANC 1A,003200 3000,003200 3,38.93240447,-77.01939773,0,RESIDENTIAL,1,NA,NA,NA
241641,ACTIVE,ADDRESS,OFFICIAL,NW,1755 18TH STREET NW,2180,Old City 2,Columbia Heights/Shaw Collaborative,004202,Precinct 15,Ward 2,20009,ANC 2B,004202 1000,004202 1,38.91392293,-77.04148019,4,RESIDENTIAL,4,220744,100,RENTAL
241646,ACTIVE,ADDRESS,OFFICIAL,NW,1717 R STREET NW,2185,Old City 2,Columbia Heights/Shaw Collaborative,005301,Precinct 15,Ward 2,20009,ANC 2B,005301 1001,005301 1,38.91282502,-77.03929561,64,RESIDENTIAL,64,77011,311,RENTAL
228531,ACTIVE,ADDRESS,OFFICIAL,NW,616 PRINCETON PLACE NW,634,Columbia Heights,Columbia Heights/Shaw Collaborative,003200,Precinct 43,Ward 1,20010,ANC 1A,003200 1005,003200 1,38.93559648,-77.01988753,0,RESIDENTIAL,1,NA,NA,NA
233633,ACTIVE,ADDRESS,OFFICIAL,NW,1654 NEWTON STREET NW,1957,Mt. Pleasant,Columbia Heights/Shaw Collaborative,002701,Precinct 40,Ward 1,20010,ANC 1D,002701 2001,002701 2,38.93393995,-77.03858431,2,RESIDENTIAL,2,226210,A,RENTAL
260447,ACTIVE,ADDRESS,OFFICIAL,NW,6243 29TH STREET NW,1833,Chevy Chase,Georgia Avenue/Rock Creek East Collaborative,001500,Precinct 51,Ward 4,20015,ANC 3G,001500 3000,001500 3,38.97133434,-77.05751138,0,RESIDENTIAL,1,NA,NA,NA
307520,ACTIVE,ADDRESS,OFFICIAL,NW,825 10TH STREET NW,NA,Central-tri 3,Columbia Heights/Shaw Collaborative,005800,Precinct 129,Ward 2,20001,ANC 2C,005800 1005,005800 1,38.90016003,-77.02572557,225,RESIDENTIAL,225,230875,959,RENTAL
298500,ACTIVE,ADDRESS,OFFICIAL,NW,2130 P STREET NW,562,Central-tri 1,Columbia Heights/Shaw Collaborative,005500,Precinct 14,Ward 2,20037,ANC 2B,005500 4000,005500 4,38.909482680000004,-77.04836317,250,MIXED USE,250,80240,728,RENTAL
243225,ACTIVE,ADDRESS,OFFICIAL,NW,3636 16TH STREET NW,1959,Mt. Pleasant,Columbia Heights/Shaw Collaborative,002701,Precinct 40,Ward 1,20010,ANC 1D,002701 4000,002701 4,38.9364283,-77.03726282,1181,MIXED USE,1181,108666,B835,RENTAL
243722,ACTIVE,ADDRESS,OFFICIAL,NW,323 GALLATIN STREET NW,2365,Petworth,Georgia Avenue/Rock Creek East Collaborative,002102,Precinct 57,Ward 4,20011,ANC 4D,002102 5005,002102 5,38.95235588,-77.0168899,0,RESIDENTIAL,1,NA,NA,NA
218144,ACTIVE,ADDRESS,OFFICIAL,NW,2600 GEORGIA AVENUE NW,622,Columbia Heights,Columbia Heights/Shaw Collaborative,003500,Precinct 37,Ward 1,20001,ANC 1B,003500 1006,003500 1,38.92430162,-77.02273731,0,MIXED USE,0,NA,NA,NA
227852,ACTIVE,ADDRESS,OFFICIAL,NW,155 V STREET NW,185,Ledroit Park,Edgewood/Brookland Family Support Collaborative,003301,Precinct 135,Ward 5,20001,ANC 5E,003301 3004,003301 3,38.91829793,-77.01416267,4,RESIDENTIAL,4,237249,8,CONDO
233596,ACTIVE,ADDRESS,OFFICIAL,NW,3300 16TH STREET NW,1963,Mt. Pleasant,Columbia Heights/Shaw Collaborative,002701,Precinct 40,Ward 1,20010,ANC 1D,002701 2006,002701 2,38.93225048,-77.03680841,164,RESIDENTIAL,164,53527,114,RENTAL
253041,ACTIVE,ADDRESS,OFFICIAL,NW,1218 KENNEDY STREET NW,1053,16th Street Heights,Georgia Avenue/Rock Creek East Collaborative,002002,Precinct 54,Ward 4,20011,ANC 4C,002002 3000,002002 3,38.95601785,-77.02878822,0,RESIDENTIAL,1,NA,NA,NA
218836,ACTIVE,ADDRESS,OFFICIAL,NW,4850 CONNECTICUT AVENUE NW,1073,Wakefield,Columbia Heights/Shaw Collaborative,001200,Precinct 33,Ward 3,20008,ANC 3F,001200 1003,001200 1,38.95287134,-77.06891647,293,RESIDENTIAL,293,172784,1015,RENTAL
225736,ACTIVE,ADDRESS,OFFICIAL,NW,1529 14TH STREET NW,2197,Old City 2,Columbia Heights/Shaw Collaborative,005001,Precinct 16,Ward 2,20005,ANC 2F,005001 2005,005001 2,38.91074075,-77.03161495,40,RESIDENTIAL,40,118579,405,CONDO
308956,ACTIVE,ADDRESS,OFFICIAL,NW,1401 S STREET NW,NA,Old City 2,Columbia Heights/Shaw Collaborative,004300,Precinct 141,Ward 2,20009,ANC 2B,004300 2005,004300 2,38.91424579,-77.0323397,125,RESIDENTIAL,125,228432,503,RENTAL
227681,ACTIVE,ADDRESS,OFFICIAL,NW,88 V STREET NW,185,Ledroit Park,Edgewood/Brookland Family Support Collaborative,003301,Precinct 135,Ward 5,20001,ANC 5E,003301 2001,003301 2,38.91792814,-77.01173058,1,RESIDENTIAL,2,227540,B,RENTAL
238073,ACTIVE,ADDRESS,OFFICIAL,NW,1704 19TH STREET NW,2186,Old City 2,Columbia Heights/Shaw Collaborative,004202,Precinct 14,Ward 2,20009,ANC 2B,004202 2004,004202 2,38.91287163,-77.04375508,10,RESIDENTIAL,10,13477,2,CONDO
300830,ACTIVE,ADDRESS,OFFICIAL,NW,2510 VIRGINIA AVENUE NW,790,Foggy Bottom,Columbia Heights/Shaw Collaborative,005600,Precinct 3,Ward 2,20037,ANC 2A,005600 2005,005600 2,38.89894499,-77.05429111,112,RESIDENTIAL,112,83172,707,RENTAL
224772,ACTIVE,ADDRESS,OFFICIAL,NW,4555 MACARTHUR BOULEVARD NW,1976,Palisades,Columbia Heights/Shaw Collaborative,000802,Precinct 7,Ward 3,20007,ANC 3D,000802 1006,000802 1,38.90939563,-77.08722332,35,RESIDENTIAL,35,4656,211,CONDO
249105,ACTIVE,ADDRESS,OFFICIAL,NW,422 BUTTERNUT STREET NW,167,Brightwood,Georgia Avenue/Rock Creek East Collaborative,001702,Precinct 63,Ward 4,20012,ANC 4B,001702 1013,001702 1,38.97341767,-77.01889825,30,RESIDENTIAL,30,216812,T6,CONDO
226569,ACTIVE,ADDRESS,OFFICIAL,NW,1325 13TH STREET NW,2156,Old City 2,Columbia Heights/Shaw Collaborative,005002,Precinct 17,Ward 2,20005,ANC 2F,005002 3007,005002 3,38.9083054,-77.02935362,95,RESIDENTIAL,95,13168,5,CONDO
263130,ACTIVE,ADDRESS,OFFICIAL,NW,5519 CHEVY CHASE PARKWAY NW,1818,Chevy Chase,Columbia Heights/Shaw Collaborative,001401,Precinct 50,Ward 3,20015,ANC 3G,001401 2018,001401 2,38.96427575,-77.07124422,0,RESIDENTIAL,1,NA,NA,NA
231505,ACTIVE,ADDRESS,OFFICIAL,NW,1244 COLUMBIA ROAD NW,615,Columbia Heights,Columbia Heights/Shaw Collaborative,003000,Precinct 36,Ward 1,20009,ANC 1A,003000 2003,003000 2,38.92743573,-77.02874588,4,RESIDENTIAL,4,226043,BSMT,RENTAL
297981,ACTIVE,ADDRESS,OFFICIAL,NW,3001 VEAZEY TERRACE NW,826,Forest Hills,Columbia Heights/Shaw Collaborative,001302,Precinct 34,Ward 3,20008,ANC 3F,001302 1001,001302 1,38.94487293,-77.06191249,473,RESIDENTIAL,473,89204,810,RENTAL
297574,ACTIVE,ADDRESS,OFFICIAL,NW,1111 11TH STREET NW,2166,Old City 2,Columbia Heights/Shaw Collaborative,004902,Precinct 129,Ward 2,20001,ANC 2F,004902 2013,004902 2,38.90498374,-77.02674854,94,RESIDENTIAL,94,19976,702,CONDO
304764,ACTIVE,ADDRESS,OFFICIAL,NW,440 L STREET NW,NA,Old City 2,South Washington/West of the River Collaborative,004701,Precinct 1,Ward 6,20001,ANC 6E,004701 2010,004701 2,38.90347634,-77.01737222,149,RESIDENTIAL,149,120355,408,CONDO
224793,ACTIVE,ADDRESS,OFFICIAL,NW,4201 CATHEDRAL AVENUE NW,2522,Wesley Heights,Columbia Heights/Shaw Collaborative,000801,Precinct 10,Ward 3,20016,ANC 3D,000801 1000,000801 1,38.93082287,-77.08297729,623,RESIDENTIAL,623,9322,1003W,CONDO
310889,ACTIVE,ADDRESS,OFFICIAL,NW,2425 17TH STREET NW,NA,Mt. Pleasant,Columbia Heights/Shaw Collaborative,003800,Precinct 24,Ward 1,20009,ANC 1C,003800 1000,003800 1,38.92240901,-77.03876316,117,RESIDENTIAL,117,236241,427,RENTAL
245446,ACTIVE,ADDRESS,OFFICIAL,NW,91 UNDERWOOD STREET NW,1058,Takoma Park,Georgia Avenue/Rock Creek East Collaborative,001702,Precinct 64,Ward 4,20012,ANC 4B,001702 2012,001702 2,38.96837779,-77.011706,0,RESIDENTIAL,1,NA,NA,NA
234767,ACTIVE,ADDRESS,OFFICIAL,NW,1449 PARKWOOD PLACE NW,1837,Columbia Heights,Columbia Heights/Shaw Collaborative,002801,Precinct 41,Ward 1,20010,ANC 1A,002801 2002,002801 2,38.93620767,-77.03434828,0,RESIDENTIAL,1,NA,NA,NA
298516,ACTIVE,ADDRESS,OFFICIAL,NW,2301 E STREET NW,803,Foggy Bottom,Columbia Heights/Shaw Collaborative,005600,Precinct 3,Ward 2,20037,ANC 2A,005600 3005,005600 3,38.89625875,-77.05095575,195,RESIDENTIAL,195,107439,201,RENTAL
220365,ACTIVE,ADDRESS,OFFICIAL,NW,2745 29TH STREET NW,714,Garfield,Columbia Heights/Shaw Collaborative,000501,Precinct 26,Ward 3,20008,ANC 3C,000501 2000,000501 2,38.9249463,-77.05713411,129,RESIDENTIAL,129,86411,515,RENTAL
297785,ACTIVE,ADDRESS,OFFICIAL,NW,1390 V STREET NW,2218,Old City 2,Columbia Heights/Shaw Collaborative,004400,Precinct 22,Ward 1,20009,ANC 1B,004400 1017,004400 1,38.91797231,-77.03150884,80,RESIDENTIAL,80,20812,218,CONDO
238027,ACTIVE,ADDRESS,OFFICIAL,NW,1751 NEW HAMPSHIRE AVENUE NW,2185,Old City 2,Columbia Heights/Shaw Collaborative,005301,Precinct 15,Ward 2,20009,ANC 2B,005301 1001,005301 1,38.91386887,-77.03913441,8,RESIDENTIAL,8,25238,D,CONDO
257965,ACTIVE,ADDRESS,OFFICIAL,NW,6320 14TH STREET NW,1642,Brightwood,Georgia Avenue/Rock Creek East Collaborative,001803,Precinct 60,Ward 4,20011,ANC 4A,001803 2000,001803 2,38.96720811,-77.03372072,14,RESIDENTIAL,14,55468,103,RENTAL
314603,ACTIVE,ADDRESS,OFFICIAL,NW,5100 GEORGIA AVENUE NW,NA,16th Street Heights,Georgia Avenue/Rock Creek East Collaborative,002002,Precinct 54,Ward 4,20011,ANC 4C,002002 3007,002002 3,38.95213006,-77.02777777,46,RESIDENTIAL,46,294999,405,RENTAL
271928,ACTIVE,ADDRESS,OFFICIAL,NW,3326 PROSPECT STREET NW,1771,Georgetown,Columbia Heights/Shaw Collaborative,000202,Precinct 6,Ward 2,20007,ANC 2E,000202 3011,000202 3,38.90580422,-77.06696166,0,RESIDENTIAL,1,NA,NA,NA
226165,ACTIVE,ADDRESS,OFFICIAL,NW,2114 N STREET NW,522,Central-tri 1,Columbia Heights/Shaw Collaborative,005500,Precinct 4,Ward 2,20037,ANC 2B,005500 3001,005500 3,38.90699935,-77.04747661,28,RESIDENTIAL,28,27026,22,CONDO
273875,ACTIVE,ADDRESS,OFFICIAL,NW,2601 VIRGINIA AVENUE NW,790,Foggy Bottom,Columbia Heights/Shaw Collaborative,005600,Precinct 3,Ward 2,20037,ANC 2A,005600 2008,005600 2,38.90028358,-77.0553495,192,RESIDENTIAL,192,225062,705,RENTAL
298500,ACTIVE,ADDRESS,OFFICIAL,NW,2130 P STREET NW,562,Central-tri 1,Columbia Heights/Shaw Collaborative,005500,Precinct 14,Ward 2,20037,ANC 2B,005500 4000,005500 4,38.909482680000004,-77.04836317,250,MIXED USE,250,77665,412,RENTAL
298461,ACTIVE,ADDRESS,OFFICIAL,NW,1440 V STREET NW,2216,Old City 2,Columbia Heights/Shaw Collaborative,004300,Precinct 22,Ward 1,20009,ANC 1B,004300 1006,004300 1,38.91788495,-77.0333758,96,RESIDENTIAL,96,276314,402,RENTAL
257901,ACTIVE,ADDRESS,OFFICIAL,NW,5610 COLORADO AVENUE NW,2445,16th Street Heights,Georgia Avenue/Rock Creek East Collaborative,002001,Precinct 53,Ward 4,20011,ANC 4A,002001 1007,002001 1,38.95766043,-77.03249635,36,RESIDENTIAL,36,61646,302,RENTAL
305624,ACTIVE,ADDRESS,OFFICIAL,NW,811 4TH STREET NW,NA,Old City 2,South Washington/West of the River Collaborative,004702,Precinct 1,Ward 6,20001,ANC 6E,004702 1012,004702 1,38.90095773,-77.01592169,259,RESIDENTIAL,259,117735,422,CONDO
226336,ACTIVE,ADDRESS,OFFICIAL,NW,2611 ADAMS MILL ROAD NW,1943,Mt. Pleasant,Columbia Heights/Shaw Collaborative,003900,Precinct 35,Ward 1,20009,ANC 1C,003900 4000,003900 4,38.92384437,-77.04386157,38,RESIDENTIAL,38,1831,107,CONDO
224758,ACTIVE,ADDRESS,OFFICIAL,NW,3033 NEW MEXICO AVENUE NW,2524,Wesley Heights,Columbia Heights/Shaw Collaborative,000801,Precinct 10,Ward 3,20016,ANC 3D,000801 3022,000801 3,38.92883498,-77.08288871,21,RESIDENTIAL,21,7984,108,CONDO
262658,ACTIVE,ADDRESS,OFFICIAL,NW,2702 WISCONSIN AVENUE NW,905,Observatory Circle,Columbia Heights/Shaw Collaborative,000702,Precinct 11,Ward 3,20007,ANC 3B,000702 2000,000702 2,38.92502581,-77.07362009,80,RESIDENTIAL,80,57940,401,RENTAL
226650,ACTIVE,ADDRESS,OFFICIAL,NW,2012 O STREET NW,543,Central-tri 1,Columbia Heights/Shaw Collaborative,005500,Precinct 14,Ward 2,20036,ANC 2B,005500 5003,005500 5,38.9083967,-77.04551359,23,RESIDENTIAL,23,18593,21,CONDO
226190,ACTIVE,ADDRESS,OFFICIAL,NW,1432 12TH STREET NW,2156,Old City 2,Columbia Heights/Shaw Collaborative,005002,Precinct 17,Ward 2,20005,ANC 2F,005002 3004,005002 3,38.90946657,-77.02825566,4,RESIDENTIAL,4,111508,4,RENTAL
311525,ACTIVE,ADDRESS,OFFICIAL,NW,3828 GEORGIA AVENUE NW,NA,Columbia Heights,Georgia Avenue/Rock Creek East Collaborative,002502,Precinct 47,Ward 4,20011,ANC 4C,002502 2000,002502 2,38.93818515,-77.02482657,218,RESIDENTIAL,218,235808,521,RENTAL
221565,ACTIVE,ADDRESS,OFFICIAL,NW,3140 WISCONSIN AVENUE NW,776,Cleveland Park,Columbia Heights/Shaw Collaborative,000701,Precinct 28,Ward 3,20016,ANC 3C,000701 1004,000701 1,38.931709,-77.073172,129,RESIDENTIAL,129,62948,205,RENTAL
241978,ACTIVE,ADDRESS,OFFICIAL,NW,1712 16TH STREET NW,2168,Old City 2,Columbia Heights/Shaw Collaborative,005301,Precinct 15,Ward 2,20009,ANC 2B,005301 1002,005301 1,38.9131954,-77.0369502,46,RESIDENTIAL,46,54760,601,RENTAL
297623,ACTIVE,ADDRESS,OFFICIAL,NW,2070 BELMONT ROAD NW,2272,Kalorama,Columbia Heights/Shaw Collaborative,004001,Precinct 25,Ward 1,20009,ANC 1C,004001 3009,004001 3,38.9194671,-77.04873686,60,RESIDENTIAL,60,40001,406,RENTAL
243571,ACTIVE,ADDRESS,OFFICIAL,NW,5061 1ST STREET NW,2357,Petworth,Georgia Avenue/Rock Creek East Collaborative,002202,Precinct 57,Ward 4,20011,ANC 4D,002202 1001,002202 1,38.95211352,-77.01114588,13,RESIDENTIAL,13,164890,302,RENTAL
249647,ACTIVE,ADDRESS,OFFICIAL,NW,3922 NEW HAMPSHIRE AVENUE NW,663,Petworth,Georgia Avenue/Rock Creek East Collaborative,002400,Precinct 45,Ward 4,20011,ANC 4C,002400 4009,002400 4,38.9393897,-77.02234487,0,RESIDENTIAL,1,NA,NA,NA
255989,ACTIVE,ADDRESS,OFFICIAL,NW,5701 16TH STREET NW,2445,16th Street Heights,Georgia Avenue/Rock Creek East Collaborative,002001,Precinct 53,Ward 4,20011,ANC 4A,002001 2013,002001 2,38.95853473,-77.03601804,0,RESIDENTIAL,1,NA,NA,NA
242473,ACTIVE,ADDRESS,OFFICIAL,NW,1255 22ND STREET NW,522,Central-tri 1,Columbia Heights/Shaw Collaborative,005500,Precinct 4,Ward 2,20037,ANC 2B,005500 3001,005500 3,38.90668298,-77.04836104,203,RESIDENTIAL,203,293049,623,RENTAL
285689,ACTIVE,ADDRESS,OFFICIAL,NW,4517 1/2 MACARTHUR BOULEVARD NW,1977,Palisades,Columbia Heights/Shaw Collaborative,000802,Precinct 7,Ward 3,20007,ANC 3D,000802 1012,000802 1,38.90885412,-77.08566662,2,RESIDENTIAL,2,195941,B,RENTAL
260664,ACTIVE,ADDRESS,OFFICIAL,NW,6621 32ND STREET NW,1832,Chevy Chase,Georgia Avenue/Rock Creek East Collaborative,001500,Precinct 51,Ward 4,20015,ANC 3G,001500 4008,001500 4,38.97512863,-77.05978627,0,RESIDENTIAL,1,NA,NA,NA
239802,ACTIVE,ADDRESS,OFFICIAL,NW,930 M STREET NW,2162,Old City 2,Columbia Heights/Shaw Collaborative,004902,Precinct 129,Ward 2,20001,ANC 2F,004902 2007,004902 2,38.90544876,-77.02549355,315,RESIDENTIAL,315,46389,814,RENTAL
226205,ACTIVE,ADDRESS,OFFICIAL,NW,1512 PARK ROAD NW,603,Columbia Heights,Columbia Heights/Shaw Collaborative,002802,Precinct 39,Ward 1,20010,ANC 1A,002802 2004,002802 2,38.93094787,-77.03537624,4,RESIDENTIAL,4,18930,2,CONDO
296077,ACTIVE,ADDRESS,OFFICIAL,NW,1308 6TH STREET NW,2120,Old City 2,South Washington/West of the River Collaborative,004802,Precinct 18,Ward 6,20001,ANC 6E,004802 2001,004802 2,38.90835021,-77.02077243,16,RESIDENTIAL,16,70267,304,RENTAL
299894,ACTIVE,ADDRESS,OFFICIAL,NW,1441 RHODE ISLAND AVENUE NW,2194,Old City 2,Columbia Heights/Shaw Collaborative,005201,Precinct 16,Ward 2,20005,ANC 2F,005201 3001,005201 3,38.9085711,-77.03382605,158,RESIDENTIAL,158,208647,719,CONDO
274746,ACTIVE,ADDRESS,OFFICIAL,NW,2220 40TH STREET NW,983,Glover Park,Columbia Heights/Shaw Collaborative,000300,Precinct 11,Ward 3,20007,ANC 3B,000300 2005,000300 2,38.91991758,-77.07908728,4,RESIDENTIAL,4,22723,4,CONDO
300398,ACTIVE,ADDRESS,OFFICIAL,NW,910 M STREET NW,2162,Old City 2,Columbia Heights/Shaw Collaborative,004902,Precinct 129,Ward 2,20001,ANC 2F,004902 2008,004902 2,38.90538419,-77.02456809,186,RESIDENTIAL,186,122182,427,CONDO
245188,ACTIVE,ADDRESS,OFFICIAL,NW,6711 2ND STREET NW,1059,Takoma Park,Georgia Avenue/Rock Creek East Collaborative,001702,Precinct 63,Ward 4,20012,ANC 4B,001702 2006,001702 2,38.97228311,-77.01272538,0,RESIDENTIAL,1,NA,NA,NA
284649,ACTIVE,ADDRESS,OFFICIAL,NW,3360 MOUNT PLEASANT STREET NW,1957,Mt. Pleasant,Columbia Heights/Shaw Collaborative,002701,Precinct 40,Ward 1,20010,ANC 1D,002701 2003,002701 2,38.93400925,-77.04012168,12,RESIDENTIAL,12,68809,7,RENTAL
271480,ACTIVE,ADDRESS,OFFICIAL,NW,4630 KENMORE DRIVE NW,1599,Berkley,Columbia Heights/Shaw Collaborative,000802,Precinct 7,Ward 3,20007,ANC 3D,000802 1010,000802 1,38.91237209,-77.08805356,0,RESIDENTIAL,1,NA,NA,NA
226543,ACTIVE,ADDRESS,OFFICIAL,NW,1312 MASSACHUSETTS AVENUE NW,497,Central-tri 3,Columbia Heights/Shaw Collaborative,010100,Precinct 17,Ward 2,20005,ANC 2F,010100 1005,010100 1,38.90463567,-77.03039859,79,RESIDENTIAL,79,13096,206,CONDO
248519,ACTIVE,ADDRESS,OFFICIAL,NW,5025 5TH STREET NW,2369,Petworth,Georgia Avenue/Rock Creek East Collaborative,002202,Precinct 56,Ward 4,20011,ANC 4D,002202 3002,002202 3,38.95180319,-77.01942632,0,RESIDENTIAL,1,NA,NA,NA
239109,ACTIVE,ADDRESS,OFFICIAL,NW,1236 11TH STREET NW,NA,Old City 2,Columbia Heights/Shaw Collaborative,005002,Precinct 17,Ward 2,20001,ANC 2F,005002 1000,005002 1,38.90674114,-77.02731379,76,RESIDENTIAL,76,68313,503,RENTAL
307022,ACTIVE,ADDRESS,OFFICIAL,NW,7035 BLAIR ROAD NW,NA,Brightwood,Georgia Avenue/Rock Creek East Collaborative,001702,Precinct 63,Ward 4,20012,ANC 4B,001702 1001,001702 1,38.97571947,-77.01879661,161,RESIDENTIAL,161,191920,130,RENTAL
279885,ACTIVE,ADDRESS,OFFICIAL,NW,700 NEW HAMPSHIRE AVENUE NW,790,Foggy Bottom,Columbia Heights/Shaw Collaborative,005600,Precinct 3,Ward 2,20037,ANC 2A,005600 2005,005600 2,38.89842971,-77.05544109,294,RESIDENTIAL,294,217894,1217,RENTAL
223988,ACTIVE,ADDRESS,OFFICIAL,NW,4000 MASSACHUSETTS AVENUE NW,894,Observatory Circle,Columbia Heights/Shaw Collaborative,000701,Precinct 28,Ward 3,20016,ANC 3B,000701 2000,000701 2,38.9313018,-77.0787448,502,MIXED USE,502,84427,1201,RENTAL
257812,ACTIVE,ADDRESS,OFFICIAL,NW,1320 MONTAGUE STREET NW,2449,16th Street Heights,Georgia Avenue/Rock Creek East Collaborative,002001,Precinct 53,Ward 4,20011,ANC 4A,002001 1006,002001 1,38.9590814,-77.03148859,0,RESIDENTIAL,1,NA,NA,NA
256446,ACTIVE,ADDRESS,OFFICIAL,NW,1618 MYRTLE STREET NW,779,Colonial Village,Georgia Avenue/Rock Creek East Collaborative,001600,Precinct 62,Ward 4,20012,ANC 4A,001600 4023,001600 4,38.98707194,-77.03739411,0,RESIDENTIAL,1,NA,NA,NA
300717,ACTIVE,ADDRESS,OFFICIAL,NW,5111 CONNECTICUT AVENUE NW,1822,Chevy Chase,Columbia Heights/Shaw Collaborative,001402,Precinct 50,Ward 3,20008,ANC 3G,001402 3008,001402 3,38.95692788,-77.07053552,98,RESIDENTIAL,98,44694,303,RENTAL
294461,ACTIVE,ADDRESS,OFFICIAL,NW,4201 MASSACHUSETTS AVENUE NW,772,Cleveland Park,Columbia Heights/Shaw Collaborative,001002,Precinct 10,Ward 3,20016,ANC 3D,001002 1000,001002 1,38.93585942,-77.08195663,671,MIXED USE,671,171201,3042C,RENTAL
234726,ACTIVE,ADDRESS,OFFICIAL,NW,1428 PERRY PLACE NW,1837,Columbia Heights,Columbia Heights/Shaw Collaborative,002801,Precinct 41,Ward 1,20010,ANC 1A,002801 2002,002801 2,38.93643171,-77.03405311,0,RESIDENTIAL,1,NA,NA,NA
242149,ACTIVE,ADDRESS,OFFICIAL,NW,1519 S STREET NW,2205,Old City 2,Columbia Heights/Shaw Collaborative,004300,Precinct 141,Ward 2,20009,ANC 2B,004300 2006,004300 2,38.91426699,-77.03535562,0,RESIDENTIAL,1,NA,NA,NA
232073,ACTIVE,ADDRESS,OFFICIAL,NW,1315 CLIFTON STREET NW,630,Columbia Heights,Columbia Heights/Shaw Collaborative,003600,Precinct 23,Ward 1,20009,ANC 1B,003600 1000,003600 1,38.92270367,-77.03058919,159,RESIDENTIAL,159,300535,229,RENTAL
243225,ACTIVE,ADDRESS,OFFICIAL,NW,3636 16TH STREET NW,1959,Mt. Pleasant,Columbia Heights/Shaw Collaborative,002701,Precinct 40,Ward 1,20010,ANC 1D,002701 4000,002701 4,38.9364283,-77.03726282,1181,MIXED USE,1181,108320,A1023,RENTAL
219703,ACTIVE,ADDRESS,OFFICIAL,NW,3133 CONNECTICUT AVENUE NW,116,Forest Hills,Columbia Heights/Shaw Collaborative,001302,Precinct 34,Ward 3,20008,ANC 3C,001302 2009,001302 2,38.93192178,-77.05548236,325,RESIDENTIAL,325,40639,708,RENTAL
297574,ACTIVE,ADDRESS,OFFICIAL,NW,1111 11TH STREET NW,2166,Old City 2,Columbia Heights/Shaw Collaborative,004902,Precinct 129,Ward 2,20001,ANC 2F,004902 2013,004902 2,38.90498374,-77.02674854,94,RESIDENTIAL,94,22492,305,CONDO
300856,ACTIVE,ADDRESS,OFFICIAL,NW,3900 B WATSON PLACE NW,915,Observatory Circle,Columbia Heights/Shaw Collaborative,000701,Precinct 28,Ward 3,20016,ANC 3B,000701 3000,000701 3,38.92715421,-77.07871773,76,RESIDENTIAL,76,273503,G1C,RENTAL
265176,ACTIVE,ADDRESS,OFFICIAL,NW,4000 BRANDYWINE STREET NW,1812,Chevy Chase,Columbia Heights/Shaw Collaborative,001100,Precinct 32,Ward 3,20016,ANC 3E,001100 4022,001100 4,38.94948128,-77.07937711,105,RESIDENTIAL,105,308502,305,RENTAL
221568,ACTIVE,ADDRESS,OFFICIAL,NW,3130 WISCONSIN AVENUE NW,776,Cleveland Park,Columbia Heights/Shaw Collaborative,000701,Precinct 28,Ward 3,20016,ANC 3C,000701 1004,000701 1,38.93128224,-77.07322104,205,RESIDENTIAL,205,40446,315,RENTAL
300365,ACTIVE,ADDRESS,OFFICIAL,NW,2425 L STREET NW,519,Central-tri 1,Columbia Heights/Shaw Collaborative,005500,Precinct 4,Ward 2,20037,ANC 2A,005500 2010,005500 2,38.90423873,-77.052352870000007,225,RESIDENTIAL,225,20682,432,CONDO
248152,ACTIVE,ADDRESS,OFFICIAL,NW,4421 5TH STREET NW,2364,Petworth,Georgia Avenue/Rock Creek East Collaborative,002301,Precinct 46,Ward 4,20011,ANC 4C,002301 1003,002301 1,38.94482903,-77.01909104,0,RESIDENTIAL,1,NA,NA,NA
235464,ACTIVE,ADDRESS,OFFICIAL,NW,1884 COLUMBIA ROAD NW,2274,Kalorama,Columbia Heights/Shaw Collaborative,004002,Precinct 25,Ward 1,20009,ANC 1C,004002 2000,004002 2,38.91899801,-77.04425688,220,RESIDENTIAL,220,162746,114,RENTAL
252779,ACTIVE,ADDRESS,OFFICIAL,NW,1222 DECATUR STREET NW,1047,16th Street Heights,Georgia Avenue/Rock Creek East Collaborative,002002,Precinct 48,Ward 4,20011,ANC 4C,002002 1025,002002 1,38.94807071,-77.02893347,0,RESIDENTIAL,1,NA,NA,NA
310193,ACTIVE,ADDRESS,OFFICIAL,NW,1550 7TH STREET NW,NA,Old City 2,South Washington/West of the River Collaborative,004901,Precinct 18,Ward 6,20001,ANC 6E,004901 2006,004901 2,38.91035628,-77.02218923,280,MIXED USE,280,241426,801,RENTAL
223992,ACTIVE,ADDRESS,OFFICIAL,NW,3900 A WATSON PLACE NW,915,Observatory Circle,Columbia Heights/Shaw Collaborative,000701,Precinct 28,Ward 3,20016,ANC 3B,000701 3000,000701 3,38.92772897,-77.07854618,64,RESIDENTIAL,64,273197,5D,RENTAL
